DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-0643-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keith,MEX,Mexico,Latin America and the Caribbean,Americas,"Puebla, Campeche, Quintana Roo, Yucatan, Veracruz, Chiapas, Oaxaca, Tabasco, Tamaulipas provinces",,,No,No,No,,150.0,Kph,,,,2000,9,29,2000,10,3,23.0,,30000.0,,30000.0,,,,,1000.0,1769.0,56.51429055927763,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2048,""adm1_name"":""Puebla""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm1_code"":2057,""adm1_name"":""Veracruz""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2005-12-16,2023-09-25
2000-0652-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Leslie,USA,United States of America,Northern America,Americas,"Miami-Dade, Monroe, Broward, Collier districts (Florida province)",,,No,No,No,,,Kph,,,,2000,10,4,2000,10,4,2.0,,14418.0,3015.0,17433.0,,,,,219000.0,387513.0,56.51429055927763,"[{""adm2_code"":29003,""adm2_name"":""Broward""},{""adm2_code"":29008,""adm2_name"":""Collier""},{""adm2_code"":29040,""adm2_name"":""Miami-Dade""},{""adm2_code"":29041,""adm2_name"":""Monroe""}]",2003-07-01,2023-09-25
2001-0242-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",,Flood,No,No,Yes,,,Kph,,,,2001,6,5,2001,6,17,41.0,,102000.0,70000.0,172000.0,,,3500000.0,6022907.0,6000000.0,10324983.0,58.11147437438208,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2006-10-11,2023-09-25
2001-0488-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dalila,MEX,Mexico,Latin America and the Caribbean,Americas,"Guerrero, Chiapas provinces",,,No,No,No,,,Kph,,,,2001,7,25,2001,7,25,,,100.0,,100.0,,,,,,,58.11147437438208,"[{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2039,""adm1_name"":""Guerrero""}]",2003-07-01,2023-09-25
2001-0562-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Juliette,MEX,Mexico,Latin America and the Caribbean,Americas,Baja California Sur province,,,No,No,Yes,,120.0,Kph,,,,2001,9,24,2001,10,2,3.0,,3000.0,800.0,3800.0,,,150000.0,258125.0,400000.0,688332.0,58.11147437438208,"[{""adm1_code"":2030,""adm1_name"":""Baja California Sur""}]",2004-10-28,2023-09-25
2001-0570-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Iris,MEX,Mexico,Latin America and the Caribbean,Americas,Oaxaca province,,,No,No,No,,,Kph,,,,2001,10,4,2001,10,9,2.0,,,,,,,,,1000.0,1721.0,58.11147437438208,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""}]",2007-04-18,2023-09-25
2001-0572-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lorena,MEX,Mexico,Latin America and the Caribbean,Americas,"Colima, Jalisco, Michoacan, Nayarit, Sinaloa provinces",,,No,No,No,,,Kph,,,,2001,10,3,2001,10,3,,,,,,,,,,,,58.11147437438208,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2045,""adm1_name"":""Nayarit""},{""adm1_code"":2052,""adm1_name"":""Sinaloa""}]",2003-07-01,2023-09-25
2001-0735-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chantal,MEX,Mexico,Latin America and the Caribbean,Americas,Quintana Roo province,,,No,No,No,,100.0,Kph,,,,2001,8,21,2001,8,21,,,2500.0,,2500.0,,,,,,,58.11147437438208,"[{""adm1_code"":2050,""adm1_name"":""Quintana Roo""}]",2003-07-01,2023-09-25
2002-0609-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,MEX,Mexico,Latin America and the Caribbean,Americas,"Campeche, Quintana Roo, Yucatan provinces",,,Yes,No,No,,180.0,Kph,,,,2002,9,20,2002,9,20,13.0,30.0,500000.0,,500030.0,,,280000.0,474310.0,640000.0,1084137.0,59.03314407861422,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2005-12-16,2023-09-25
2002-0647-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Julio,MEX,Mexico,Latin America and the Caribbean,Americas,Acapulco De Juarez district (Guerrero province),,,No,No,No,,,Kph,,,,2002,9,25,2002,9,25,,,500.0,,500.0,,,,,,,59.03314407861422,"[{""adm2_code"":19922,""adm2_name"":""Acapulco De Juarez""}]",2003-07-01,2023-09-25
2002-0652-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,USA,United States of America,Northern America,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,No,No,No,,105.0,Kph,,,,2002,9,26,2002,9,27,1.0,,13200.0,,13200.0,,,200000.0,338793.0,300000.0,508189.0,59.03314407861422,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2008-03-21,2023-09-25
2002-0669-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kenna,MEX,Mexico,Latin America and the Caribbean,Americas,"Nayarit, Jalisco, Sinaloa, Colima provinces",,,No,No,No,450.0,225.0,Kph,,,,2002,10,25,2002,10,26,3.0,200.0,8800.0,,9000.0,,,,,200000.0,338793.0,59.03314407861422,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2045,""adm1_name"":""Nayarit""},{""adm1_code"":2052,""adm1_name"":""Sinaloa""}]",2006-07-27,2023-09-25
2002-0724-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,No,No,No,,0.0,Kph,,,,2002,10,3,2002,10,3,,,,,,,,750000.0,1270473.0,2000000.0,3387927.0,59.03314407861422,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29810,""adm2_name"":""Evangeline""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2008-03-21,2023-09-25
2003-0468-CAN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isabel,CAN,Canada,Northern America,Americas,Ontario province,,,No,No,No,,,Kph,,,,2003,9,18,2003,9,18,,,,,,,,,,,,60.37325106625937,"[{""adm1_code"":833,""adm1_name"":""Ontario""}]",2004-03-10,2023-09-25
2003-0468-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isabel,USA,United States of America,Northern America,Americas,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",,Flood,No,No,Yes,,170.0,Kph,,,,2003,9,18,2003,9,22,16.0,,225000.0,,225000.0,,,1685000.0,2790971.0,3370000.0,5581942.0,60.37325106625937,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2006-01-13,2023-09-25
2003-0474-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Marty,MEX,Mexico,Latin America and the Caribbean,Americas,"Sonora, Sinaloa, Nayarit, Jalisco, Colima, Baja California Sur, Baja California provinces",,Flood|Rain,No,No,No,,166.0,Kph,,,,2003,9,22,2003,9,22,2.0,,6000.0,,6000.0,,,,,100000.0,165636.0,60.37325106625937,"[{""adm1_code"":2029,""adm1_name"":""Baja California""},{""adm1_code"":2030,""adm1_name"":""Baja California Sur""},{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2045,""adm1_name"":""Nayarit""},{""adm1_code"":2052,""adm1_name"":""Sinaloa""},{""adm1_code"":2053,""adm1_name"":""Sonora""}]",2004-01-30,2023-09-25
2003-0487-CAN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Juan,CAN,Canada,Northern America,Americas,"Nova Scotia, Prince Edward Island provinces",,Flood,No,No,Yes,,143.0,Kph,,,,2003,9,28,2003,9,29,2.0,,200.0,,200.0,,,,,110000.0,182200.0,60.37325106625937,"[{""adm1_code"":831,""adm1_name"":""Nova Scotia / Nouvelle-Écosse""},{""adm1_code"":834,""adm1_name"":""Prince Edward Island / Île-du-Prince-Édouard""}]",2004-03-10,2023-09-25
2003-0688-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ignacio,MEX,Mexico,Latin America and the Caribbean,Americas,"La Paz, Agua Escondida areas (La Paz district, Baja California Sur province), Ciudad Constitucion area (Comondu district, Baja California Sur province)",,Rain,No,No,No,,,Kph,,,,2003,8,24,2003,8,27,2.0,,3000.0,,3000.0,,,,,,,60.37325106625937,"[{""adm2_code"":19556,""adm2_name"":""Comondu""},{""adm2_code"":19573,""adm2_name"":""La Paz""}]",2004-03-01,2023-09-25
2003-0782-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bill,USA,United States of America,Northern America,Americas,"Orleans, St. John the Baptist, Terrebonne, St. Tammany, Tangipahoa districts (Louisiana province), Hancock, Harrison, Jackson, Pike, Walthall districts (Mississippi province), Bay district (Florida province), Mobile, Baldwin, Lee districts (Alabama province), Sumter, Bulloch, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Wake district (North Carolina province)",,Flood,No,No,Yes,,95.0,Kph,,,,2003,6,30,2003,6,30,4.0,4.0,,,4.0,,,22000.0,36440.0,50000.0,82818.0,60.37325106625937,"[{""adm2_code"":28692,""adm2_name"":""Baldwin""},{""adm2_code"":28731,""adm2_name"":""Lee""},{""adm2_code"":28739,""adm2_name"":""Mobile""},{""adm2_code"":29000,""adm2_name"":""Bay""},{""adm2_code"":29080,""adm2_name"":""Bulloch""},{""adm2_code"":29095,""adm2_name"":""Clayton""},{""adm2_code"":29097,""adm2_name"":""Cobb""},{""adm2_code"":29108,""adm2_name"":""DeKalb""},{""adm2_code"":29124,""adm2_name"":""Fulton""},{""adm2_code"":29131,""adm2_name"":""Gwinnett""},{""adm2_code"":29193,""adm2_name"":""Sumter""},{""adm2_code"":29826,""adm2_name"":""Orleans""},{""adm2_code"":29838,""adm2_name"":""St. John the Baptist""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29843,""adm2_name"":""Tangipahoa""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""},{""adm2_code"":30101,""adm2_name"":""Hancock""},{""adm2_code"":30102,""adm2_name"":""Harrison""},{""adm2_code"":30108,""adm2_name"":""Jackson""},{""adm2_code"":30135,""adm2_name"":""Pike""},{""adm2_code"":30152,""adm2_name"":""Walthall""},{""adm2_code"":30658,""adm2_name"":""Wake""}]",2004-03-03,2023-09-25
2004-0415-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Charley,USA,United States of America,Northern America,Americas,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",,Transport accident,No,No,Yes,,230.0,Kph,,,,2004,8,13,2004,8,13,10.0,,30000.0,,30000.0,,,7600000.0,12260124.0,16000000.0,25810787.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":29000,""adm2_name"":""Bay""},{""adm2_code"":29004,""adm2_name"":""Calhoun""},{""adm2_code"":29013,""adm2_name"":""Escambia""},{""adm2_code"":29015,""adm2_name"":""Franklin""},{""adm2_code"":29016,""adm2_name"":""Gadsden""},{""adm2_code"":29019,""adm2_name"":""Gulf""},{""adm2_code"":29026,""adm2_name"":""Holmes""},{""adm2_code"":29028,""adm2_name"":""Jackson""},{""adm2_code"":29029,""adm2_name"":""Jefferson""},{""adm2_code"":29033,""adm2_name"":""Leon""},{""adm2_code"":29035,""adm2_name"":""Liberty""},{""adm2_code"":29036,""adm2_name"":""Madison""},{""adm2_code"":29043,""adm2_name"":""Okaloosa""},{""adm2_code"":29052,""adm2_name"":""Santa Rosa""},{""adm2_code"":29059,""adm2_name"":""Taylor""},{""adm2_code"":29062,""adm2_name"":""Wakulla""},{""adm2_code"":29063,""adm2_name"":""Walton""},{""adm2_code"":29064,""adm2_name"":""Washington""}]",2004-08-27,2023-09-25
2004-0448-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gaston,USA,United States of America,Northern America,Americas,"Richmond, Lynchburg, Chesterfield districts (Virginia province), South Carolina, North Carolina provinces",,Flood,No,No,Yes,,,Kph,,,,2004,8,29,2004,8,30,7.0,,,,,,,62500.0,100823.0,62500.0,100823.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":31523,""adm2_name"":""Chesterfield""},{""adm2_code"":31571,""adm2_name"":""Lynchburg""},{""adm2_code"":31601,""adm2_name"":""Richmond""}]",2005-03-23,2023-09-25
2004-0455-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Frances,USA,United States of America,Northern America,Americas,"Martin, Palm Beach districts (Florida province), North Carolina, South Carolina, Ohio provinces",,Rain,No,No,Yes,,,Kph,,,,2004,9,5,2004,9,5,47.0,,5000000.0,,5000000.0,,,5000000.0,8065871.0,11000000.0,17744916.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":29039,""adm2_name"":""Martin""},{""adm2_code"":29047,""adm2_name"":""Palm Beach""}]",2004-10-08,2023-09-25
2004-0462-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Mississippi, Florida, Pennsylvania, Maryland, New Jersey, Ohio, North Carolina, West Virginia, Georgia, Tennessee provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2004,9,15,2004,9,16,52.0,,,,,,,12000000.0,19358090.0,18000000.0,29037135.0,61.98958593432169,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2006-10-11,2023-09-25
2004-0473-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,USA,United States of America,Northern America,Americas,Florida province,,,No,No,Yes,,,Kph,,,,2004,9,25,2004,9,26,6.0,,40000.0,,40000.0,,,4900000.0,7904554.0,8000000.0,12905394.0,61.98958593432169,"[{""adm1_code"":3223,""adm1_name"":""Florida""}]",2004-10-04,2023-09-25
2004-0473-VIR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,VIR,United States Virgin Islands,Latin America and the Caribbean,Americas,"Saint Thomas, Saint John, Saint Croix provinces",,,No,No,No,,130.0,Kph,,,,2004,9,15,2004,9,15,,,,,,,,,,,,61.98958593432169,"[{""adm1_code"":39508,""adm1_name"":""Saint Croix (County Equivalent)""},{""adm1_code"":39509,""adm1_name"":""Saint John (County Equivalent)""},{""adm1_code"":39510,""adm1_name"":""Saint Thomas (County Equivalent)""}]",2004-09-20,2023-09-25
2005-0351-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Dennis""",USA,United States of America,Northern America,Americas,"Florida, Georgia provinces",,,No,No,Yes,,,Kph,,,,2005,7,10,2005,7,10,5.0,,,,,,,1115000.0,1739667.0,2230000.0,3479333.0,64.09274025742687,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""}]",2005-07-24,2023-09-25
2005-0382-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Emily,MEX,Mexico,Latin America and the Caribbean,Americas,"Playa del Carmen, Cozumel areas (Cozumel district, Quintana Roo province), Merida, Tizimin districts (Yucatan province)",,,No,No,No,,,Kph,,,,2005,7,18,2005,7,18,2.0,,,,,,,250000.0,390060.0,400000.0,624096.0,64.09274025742687,"[{""adm2_code"":20811,""adm2_name"":""Cozumel""},{""adm2_code"":21325,""adm2_name"":""Merida""},{""adm2_code"":21370,""adm2_name"":""Tizimin""}]",2005-07-21,2023-09-25
2005-0467-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Katrina,USA,United States of America,Northern America,Americas,"Mobile, Bayou La Batre, Dauphin Island, Coden areas (Mobile district, Alabama province), New Orleans city (Orleans district, Louisiana province), Slidell area (St. Tammany district, Louisiana province), St. Bernard district (Louisiana province), Biloxi, Gulfport cities (Harrison district, Mississippi province), Pascagoula city (Jackson district, Mississippi province), Waveland, Bay St. Louis cities (Hancock district, Mississippi province), Georgia, Florida provinces",,Broken Dam/Burst bank|Flood,No,No,Yes,,280.0,Kph,,,,2005,8,29,2005,9,19,1833.0,,500000.0,,500000.0,,,60000000.0,93614347.0,125000000.0,195029889.0,64.09274025742687,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm2_code"":28739,""adm2_name"":""Mobile""},{""adm2_code"":29826,""adm2_name"":""Orleans""},{""adm2_code"":29834,""adm2_name"":""St. Bernard""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":30101,""adm2_name"":""Hancock""},{""adm2_code"":30102,""adm2_name"":""Harrison""},{""adm2_code"":30108,""adm2_name"":""Jackson""}]",2007-04-20,2023-09-25
2005-0524-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bret,MEX,Mexico,Latin America and the Caribbean,Americas,"Naranjal, Chinampa De Gorostiza districts (Veracruz province)",,Flood,No,No,No,,65.0,Kph,,,,2005,6,29,2005,6,30,2.0,,15000.0,,15000.0,,,,,10000.0,15602.0,64.09274025742687,"[{""adm2_code"":21113,""adm2_name"":""Chinampa De Gorostiza""},{""adm2_code"":21188,""adm2_name"":""Naranjal""}]",2006-03-16,2023-09-25
2005-0547-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Rita,USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi provinces",,Flood,No,No,Yes,,280.0,Kph,,,"Vermillion, Calcasieu, Mermentau, Amite, Sabine, Neches",2005,9,23,2005,10,1,10.0,,300000.0,,300000.0,,,11300000.0,17630702.0,16000000.0,24963826.0,64.09274025742687,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2006-03-16,2023-09-25
2005-0567-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Stan,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiapas, Oaxaca, Veracruz, Puebla, Hidalgo, Tabasco provinces",,Rain,No,No,Yes,,130.0,Kph,,,,2005,10,1,2005,10,13,36.0,,1954571.0,,1954571.0,,,,,2500000.0,3900598.0,64.09274025742687,"[{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2040,""adm1_name"":""Hidalgo""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2048,""adm1_name"":""Puebla""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2007-02-15,2023-09-25
2005-0585-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",MEX,Mexico,Latin America and the Caribbean,Americas,"Benito Juarez, Isla Mujeres, Cozumel districts (Quintana Roo province)",,Rain,Yes,No,Yes,,,Kph,,,,2005,10,19,2005,10,24,7.0,,700000.0,300000.0,1000000.0,,,1800000.0,2808430.0,5000000.0,7801196.0,64.09274025742687,"[{""adm2_code"":20810,""adm2_name"":""Benito Juarez""},{""adm2_code"":20811,""adm2_name"":""Cozumel""},{""adm2_code"":20815,""adm2_name"":""Isla Mujeres""}]",2007-02-15,2023-09-25
2005-0585-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",USA,United States of America,Northern America,Americas,"Florida Keys, Naples areas (Collier district, Florida province)",,Flood|Rain,No,No,Yes,,165.0,Kph,,,,2005,10,24,2005,10,24,4.0,,30000.0,,30000.0,,,10350000.0,16148475.0,14300000.0,22311419.0,64.09274025742687,"[{""adm2_code"":29008,""adm2_name"":""Collier""}]",2005-11-17,2023-09-25
2006-0466-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ernesto,USA,United States of America,Northern America,Americas,"South Carolina, North Carolina, Virginia provinces",,Flood,No,No,No,,119.0,Kph,34.74,-77.87,,2006,8,2,2006,9,7,6.0,,140.0,,140.0,,,,,32860.0,49667.0,66.16033056179792,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2007-01-08,2023-09-25
2006-0483-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,John,MEX,Mexico,Latin America and the Caribbean,Americas,"Comondu, La Paz districts (Baja California Sur province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,215.0,Kph,25.35,-111.81,,2006,9,2,2006,9,4,7.0,,10000.0,,10000.0,,,,,,,66.16033056179792,"[{""adm2_code"":19556,""adm2_name"":""Comondu""},{""adm2_code"":19573,""adm2_name"":""La Paz""}]",2007-01-07,2023-09-25
2006-0505-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lane,MEX,Mexico,Latin America and the Caribbean,Americas,"Culiacan, Elota, Mazatlan, Escuinapa, El Rosario, San Ignacio, Salvador Alvarado, Concordia, Cosala districts (Sinaloa province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,250.0,Kph,24.47,-107.04,,2006,9,16,2006,9,18,4.0,,240700.0,,240700.0,,,,,2700.0,4081.0,66.16033056179792,"[{""adm2_code"":20879,""adm2_name"":""Concordia""},{""adm2_code"":20880,""adm2_name"":""Cosala""},{""adm2_code"":20881,""adm2_name"":""Culiacan""},{""adm2_code"":20883,""adm2_name"":""El Rosario""},{""adm2_code"":20884,""adm2_name"":""Elota""},{""adm2_code"":20885,""adm2_name"":""Escuinapa""},{""adm2_code"":20891,""adm2_name"":""Mazatlan""},{""adm2_code"":20893,""adm2_name"":""Salvador Alvarado""},{""adm2_code"":20894,""adm2_name"":""San Ignacio""}]",2007-01-07,2023-09-25
2006-0604-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Paul,MEX,Mexico,Latin America and the Caribbean,Americas,"La Reforma area (Culiacan district, Sinaloa province)",,Flood,No,No,No,,,Kph,24.93,-107.53,,2006,10,25,2006,10,28,4.0,,20000.0,,20000.0,,,,,,,66.16033056179792,"[{""adm2_code"":20881,""adm2_name"":""Culiacan""}]",2007-01-07,2023-09-25
2007-0359-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Erin,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Missouri provinces",,Flood,No,No,No,,132.0,Kph,,,,2007,8,16,2007,8,19,7.0,,,,,,,,,,,68.0476738315874,"[{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-11,2023-09-25
